Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
MUFA%,1.33 [1.19-1.49],0.118,,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
M-VLDL-TG%,1.27 [1.13-1.42],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
M-LDL-TG%,1.20 [1.09-1.33],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
S-LDL-CE%,1.12 [1.00-1.25],1.000,,Cholesteryl Esters to Total-Lipids in Small LDL percentage
S-HDL-PL%,1.01 [0.91-1.13],1.000,,Phospholipids to Total-Lipids in Small HDL percentage
M-LDL-PL%,0.91 [0.82-1.01],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
M-VLDL-FC%,0.82 [0.74-0.91],1.000,,Free Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-C%,0.81 [0.74-0.90],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
M-LDL-FC%,0.80 [0.72-0.88],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
PUFA/MUFA,0.76 [0.68-0.85],0.357,,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
