Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
GlycA,1.75 [1.54-1.98],2.687e-13,***,Glycoprotein Acetyls
S-LDL-PL%,1.36 [1.20-1.54],0.515,,Phospholipids to Total-Lipids in Small LDL percentage
Pyruvate,1.35 [1.20-1.51],0.085,,Pyruvate
HDL-FC,1.19 [1.05-1.35],1.000,,Free Cholesterol in HDL
SFA%,1.04 [0.91-1.19],1.000,,Saturated Fatty Acids to Total-Fatty Acids percentage
M-VLDL-PL%,0.99 [0.87-1.12],1.000,,Phospholipids to Total-Lipids in Medium VLDL percentage
S-LDL-C%,0.75 [0.67-0.85],0.303,,Cholesterol to Total-Lipids in Small LDL percentage
S-LDL-CE%,0.74 [0.65-0.84],0.417,,Cholesteryl Esters to Total-Lipids in Small LDL percentage
M-LDL-CE%,0.74 [0.65-0.84],0.399,,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
Albumin,0.66 [0.59-0.73],2.170e-08,***,Albumin
