Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
MUFA%,1.26 [1.12-1.40],1.000,,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
Val,1.08 [0.97-1.20],1.000,,Valine
Total-BCAA,1.06 [0.96-1.18],1.000,,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Omega-6/Omega-3,1.05 [0.94-1.17],1.000,,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
M-LDL-PL%,1.01 [0.91-1.13],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
Remnant-C,0.89 [0.80-0.99],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
Non-HDL-C,0.88 [0.79-0.97],1.000,,Total-Cholesterol Minus HDL-C
LDL-C,0.86 [0.78-0.96],1.000,,LDL Cholesterol
M-LDL-FC%,0.86 [0.77-0.95],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Total-C,0.86 [0.77-0.95],1.000,,Total-Cholesterol
