Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
GlycA,1.82 [1.55-2.14],3.703e-08,***,Glycoprotein Acetyls
M-HDL-PL%,1.51 [1.29-1.77],0.106,,Phospholipids to Total-Lipids in Medium HDL percentage
M-LDL-TG%,1.32 [1.13-1.55],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
VLDL-C,1.16 [0.99-1.37],1.000,,VLDL Cholesterol
Remnant-C,1.07 [0.91-1.25],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
L-LDL-C%,0.68 [0.59-0.79],0.065,,Cholesterol to Total-Lipids in Large LDL percentage
M-HDL-CE%,0.67 [0.58-0.78],0.068,,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
Albumin,0.66 [0.58-0.77],0.005,**,Albumin
S-HDL-C,0.64 [0.54-0.76],0.033,*,Cholesterol in Small HDL
S-HDL-CE,0.61 [0.52-0.73],0.003,**,Cholesteryl Esters in Small HDL
