Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.23 [1.04-1.45],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
Total-FA,1.10 [0.93-1.31],1.000,,Total-Fatty Acids
SFA,1.10 [0.93-1.30],1.000,,Saturated Fatty Acids
PUFA,1.09 [0.92-1.29],1.000,,Polyunsaturated Fatty Acids
Omega-6,1.06 [0.90-1.26],1.000,,Omega-6 Fatty Acids
ApoB,1.00 [0.84-1.18],1.000,,Apolipoprotein B
Clinical LDL-C,0.94 [0.80-1.11],1.000,,Clinical LDL Cholesterol
M-LDL-FC%,0.90 [0.76-1.06],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
ApoB/ApoA1,0.89 [0.75-1.06],1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
Val,0.79 [0.65-0.95],1.000,,Valine
