Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.23 [1.04-1.44],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
S-HDL-TG%,1.18 [0.99-1.41],1.000,,Triglycerides to Total-Lipids in Small HDL percentage
M-LDL-PL%,1.10 [0.92-1.30],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
M-VLDL-TG%,1.08 [0.91-1.29],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
S-HDL-FC%,1.03 [0.87-1.23],1.000,,Free Cholesterol to Total-Lipids in Small HDL percentage
M-VLDL-PL%,0.93 [0.79-1.09],1.000,,Phospholipids to Total-Lipids in Medium VLDL percentage
M-LDL-FC%,0.92 [0.77-1.09],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-VLDL-FC%,0.91 [0.77-1.08],1.000,,Free Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-CE%,0.91 [0.77-1.06],1.000,,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
M-VLDL-C%,0.90 [0.77-1.07],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
