Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
IDL-TG%,1.22 [1.17-1.27],2.535e-14,***,Triglycerides to Total-Lipids in IDL percentage
L-LDL-TG%,1.21 [1.16-1.27],6.200e-14,***,Triglycerides to Total-Lipids in Large LDL percentage
M-LDL-TG%,1.20 [1.15-1.25],2.413e-12,***,Triglycerides to Total-Lipids in Medium LDL percentage
XS-VLDL-TG%,1.20 [1.15-1.25],5.381e-11,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
S-LDL-TG%,1.19 [1.14-1.24],1.092e-10,***,Triglycerides to Total-Lipids in Small LDL percentage
MUFA%,1.19 [1.14-1.24],1.138e-08,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
M-VLDL-TG%,1.18 [1.13-1.23],3.563e-08,***,Triglycerides to Total-Lipids in Medium VLDL percentage
XS-VLDL-PL%,1.17 [1.12-1.22],3.802e-07,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
S-VLDL-TG%,1.16 [1.11-1.22],3.170e-06,***,Triglycerides to Total-Lipids in Small VLDL percentage
GlycA,1.16 [1.11-1.21],1.862e-05,***,Glycoprotein Acetyls
M-HDL-PL%,1.15 [1.10-1.20],2.845e-05,***,Phospholipids to Total-Lipids in Medium HDL percentage
S-HDL-TG%,1.15 [1.10-1.20],1.582e-04,***,Triglycerides to Total-Lipids in Small HDL percentage
TG/PG,1.15 [1.10-1.20],2.509e-04,***,Triglycerides to Phosphoglycerides ratio
XL-VLDL-TG%,1.14 [1.09-1.20],0.011,*,Triglycerides to Total-Lipids in Very Large VLDL percentage
L-HDL-PL%,1.13 [1.08-1.18],0.003,**,Phospholipids to Total-Lipids in Large HDL percentage
XL-HDL-TG%,1.13 [1.08-1.18],0.014,*,Triglycerides to Total-Lipids in Very Large HDL percentage
M-HDL-TG%,1.13 [1.08-1.18],0.033,*,Triglycerides to Total-Lipids in Medium HDL percentage
S-HDL-TG,1.12 [1.07-1.17],0.040,*,Triglycerides in Small HDL
IDL-FC%,0.90 [0.86-0.93],0.040,*,Free Cholesterol to Total-Lipids in IDL percentage
L-LDL-CE,0.89 [0.86-0.93],0.043,*,Cholesteryl Esters in Large LDL
Albumin,0.89 [0.86-0.93],0.045,*,Albumin
XS-VLDL-CE,0.89 [0.86-0.93],0.031,*,Cholesteryl Esters in Very Small VLDL
S-VLDL-CE%,0.89 [0.86-0.93],0.013,*,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
L-LDL-L,0.89 [0.86-0.93],0.020,*,Total-Lipids in Large LDL
XS-VLDL-FC%,0.89 [0.86-0.93],0.006,**,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
M-HDL-CE%,0.89 [0.85-0.93],0.021,*,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
IDL-P,0.89 [0.85-0.93],0.012,*,Concentration of IDL Particles
L-VLDL-C%,0.89 [0.85-0.93],0.019,*,Cholesterol to Total-Lipids in Large VLDL percentage
L-HDL-CE%,0.89 [0.85-0.93],0.003,**,Cholesteryl Esters to Total-Lipids in Large HDL percentage
Total-C,0.89 [0.85-0.92],0.002,**,Total-Cholesterol
L-LDL-C,0.89 [0.85-0.92],0.003,**,Cholesterol in Large LDL
L-HDL-C%,0.89 [0.85-0.92],0.001,**,Cholesterol to Total-Lipids in Large HDL percentage
L-LDL-PL,0.89 [0.85-0.92],0.003,**,Phospholipids in Large LDL
M-LDL-FC,0.89 [0.85-0.92],0.005,**,Free Cholesterol in Medium LDL
IDL-PL,0.89 [0.85-0.92],0.003,**,Phospholipids in IDL
Total-CE,0.88 [0.85-0.92],8.096e-04,***,Total-Esterified Cholesterol
XL-VLDL-FC%,0.88 [0.84-0.92],0.016,*,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
Clinical LDL-C,0.88 [0.85-0.92],4.979e-04,***,Clinical LDL Cholesterol
M-HDL-FC%,0.88 [0.84-0.92],8.808e-04,***,Free Cholesterol to Total-Lipids in Medium HDL percentage
S-LDL-FC,0.88 [0.84-0.92],8.128e-04,***,Free Cholesterol in Small LDL
XL-HDL-C,0.88 [0.84-0.92],0.028,*,Cholesterol in Very Large HDL
