Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
Total-BCAA,1.10 [0.98-1.23],1.000,,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
M-LDL-TG%,1.09 [0.97-1.22],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
Val,1.08 [0.97-1.22],1.000,,Valine
Omega-6/Omega-3,1.07 [0.95-1.20],1.000,,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
ApoB/ApoA1,1.01 [0.90-1.13],1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
VLDL-C,0.99 [0.89-1.12],1.000,,VLDL Cholesterol
LDL-CE,0.96 [0.86-1.07],1.000,,Cholesteryl Esters in LDL
Total-C,0.93 [0.83-1.04],1.000,,Total-Cholesterol
M-LDL-FC%,0.92 [0.82-1.03],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
HDL-CE,0.90 [0.80-1.01],1.000,,Cholesteryl Esters in HDL
