Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-VLDL-TG%,1.20 [1.07-1.33],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
S-LDL-TG%,1.13 [1.02-1.26],1.000,,Triglycerides to Total-Lipids in Small LDL percentage
S-HDL-TG%,1.11 [1.00-1.24],1.000,,Triglycerides to Total-Lipids in Small HDL percentage
M-LDL-TG%,1.11 [1.00-1.24],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
M-LDL-PL%,1.02 [0.92-1.13],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
M-LDL-FC%,0.91 [0.81-1.01],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-VLDL-PL%,0.84 [0.76-0.93],1.000,,Phospholipids to Total-Lipids in Medium VLDL percentage
M-VLDL-CE%,0.83 [0.76-0.91],1.000,,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
M-VLDL-FC%,0.83 [0.76-0.92],1.000,,Free Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-C%,0.83 [0.76-0.92],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
