Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
S-HDL-TG%,1.20 [0.97-1.49],1.000,,Triglycerides to Total-Lipids in Small HDL percentage
M-LDL-TG%,1.13 [0.94-1.36],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
M-VLDL-TG%,1.12 [0.91-1.37],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
S-HDL-PL%,1.05 [0.86-1.28],1.000,,Phospholipids to Total-Lipids in Small HDL percentage
M-LDL-PL%,1.03 [0.84-1.26],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
M-VLDL-FC%,0.94 [0.79-1.12],1.000,,Free Cholesterol to Total-Lipids in Medium VLDL percentage
M-LDL-FC%,0.94 [0.78-1.12],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-VLDL-CE%,0.92 [0.78-1.07],1.000,,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
M-VLDL-C%,0.92 [0.77-1.08],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-PL%,0.91 [0.76-1.08],1.000,,Phospholipids to Total-Lipids in Medium VLDL percentage
