Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.12 [0.92-1.36],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
M-VLDL-CE%,1.09 [0.88-1.34],1.000,,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
M-VLDL-PL%,1.08 [0.89-1.32],1.000,,Phospholipids to Total-Lipids in Medium VLDL percentage
M-VLDL-C%,1.07 [0.87-1.32],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-FC%,1.06 [0.86-1.29],1.000,,Free Cholesterol to Total-Lipids in Medium VLDL percentage
M-LDL-FC%,0.97 [0.79-1.18],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-VLDL-TG%,0.94 [0.77-1.15],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
M-LDL-PL%,0.93 [0.77-1.13],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
S-HDL-C%,0.87 [0.71-1.05],1.000,,Cholesterol to Total-Lipids in Small HDL percentage
S-HDL-CE%,0.84 [0.69-1.01],1.000,,Cholesteryl Esters to Total-Lipids in Small HDL percentage
