Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
IDL-PL%,1.84 [1.53-2.21],2.328e-05,***,Phospholipids to Total-Lipids in IDL percentage
XS-VLDL-PL%,1.79 [1.50-2.14],3.016e-05,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
L-LDL-TG%,1.64 [1.38-1.94],0.004,**,Triglycerides to Total-Lipids in Large LDL percentage
M-LDL-TG%,1.59 [1.34-1.88],0.013,*,Triglycerides to Total-Lipids in Medium LDL percentage
GlycA,1.57 [1.31-1.88],0.259,,Glycoprotein Acetyls
IDL-C%,0.65 [0.56-0.76],0.005,**,Cholesterol to Total-Lipids in IDL percentage
S-LDL-C%,0.64 [0.55-0.75],0.002,**,Cholesterol to Total-Lipids in Small LDL percentage
L-LDL-C%,0.63 [0.54-0.73],6.395e-04,***,Cholesterol to Total-Lipids in Large LDL percentage
IDL-CE%,0.60 [0.52-0.70],9.579e-06,***,Cholesteryl Esters to Total-Lipids in IDL percentage
S-HDL-FC,0.60 [0.50-0.73],0.031,*,Free Cholesterol in Small HDL
Albumin,0.59 [0.51-0.68],3.433e-07,***,Albumin
Total-P,0.59 [0.48-0.71],0.011,*,Total-Concentration of Lipoprotein Particles
HDL-P,0.58 [0.48-0.71],0.016,*,Concentration of HDL Particles
S-HDL-PL,0.58 [0.48-0.70],0.003,**,Phospholipids in Small HDL
S-HDL-L,0.56 [0.47-0.68],1.963e-04,***,Total-Lipids in Small HDL
S-HDL-C,0.52 [0.43-0.62],7.173e-07,***,Cholesterol in Small HDL
S-HDL-P,0.51 [0.42-0.62],1.629e-06,***,Concentration of Small HDL Particles
S-HDL-CE,0.51 [0.42-0.61],1.324e-07,***,Cholesteryl Esters in Small HDL
