Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
S-HDL-PL%,1.29 [1.11-1.50],1.000,,Phospholipids to Total-Lipids in Small HDL percentage
S-LDL-PL%,1.10 [0.95-1.28],1.000,,Phospholipids to Total-Lipids in Small LDL percentage
M-LDL-TG%,1.08 [0.93-1.25],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
S-LDL-TG%,1.04 [0.89-1.21],1.000,,Triglycerides to Total-Lipids in Small LDL percentage
M-LDL-FC%,1.01 [0.86-1.18],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-VLDL-FC%,0.99 [0.85-1.16],1.000,,Free Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-PL%,0.98 [0.84-1.14],1.000,,Phospholipids to Total-Lipids in Medium VLDL percentage
M-VLDL-C%,0.98 [0.84-1.14],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-CE%,0.96 [0.82-1.12],1.000,,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
M-LDL-PL%,0.90 [0.78-1.04],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
