Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
GlycA,1.52 [1.31-1.76],0.005,**,Glycoprotein Acetyls
L-LDL-TG%,1.46 [1.27-1.68],0.033,*,Triglycerides to Total-Lipids in Large LDL percentage
M-LDL-TG%,1.43 [1.24-1.64],0.082,,Triglycerides to Total-Lipids in Medium LDL percentage
IDL-TG%,1.43 [1.24-1.64],0.214,,Triglycerides to Total-Lipids in IDL percentage
XS-VLDL-PL%,1.42 [1.22-1.64],0.721,,Phospholipids to Total-Lipids in Very Small VLDL percentage
M-VLDL-FC%,0.85 [0.74-0.98],1.000,,Free Cholesterol to Total-Lipids in Medium VLDL percentage
M-LDL-FC%,0.77 [0.67-0.88],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
IDL-C%,0.72 [0.64-0.82],0.155,,Cholesterol to Total-Lipids in IDL percentage
L-LDL-C%,0.71 [0.62-0.81],0.083,,Cholesterol to Total-Lipids in Large LDL percentage
IDL-CE%,0.69 [0.60-0.78],0.002,**,Cholesteryl Esters to Total-Lipids in IDL percentage
