Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-VLDL-CE%,1.13 [0.98-1.30],1.000,,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
M-VLDL-C%,1.13 [0.98-1.29],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-FC%,1.12 [0.98-1.28],1.000,,Free Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-PL%,1.12 [0.98-1.28],1.000,,Phospholipids to Total-Lipids in Medium VLDL percentage
M-LDL-FC%,1.08 [0.95-1.24],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-LDL-PL%,1.00 [0.88-1.13],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
S-LDL-CE%,0.99 [0.87-1.13],1.000,,Cholesteryl Esters to Total-Lipids in Small LDL percentage
S-HDL-TG%,0.93 [0.81-1.06],1.000,,Triglycerides to Total-Lipids in Small HDL percentage
M-VLDL-TG%,0.91 [0.80-1.04],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
M-LDL-TG%,0.89 [0.78-1.02],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
