Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-VLDL-TG%,1.17 [0.99-1.39],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
S-HDL-TG%,1.13 [0.96-1.34],1.000,,Triglycerides to Total-Lipids in Small HDL percentage
S-LDL-C%,1.05 [0.89-1.24],1.000,,Cholesterol to Total-Lipids in Small LDL percentage
S-HDL-CE%,1.00 [0.86-1.18],1.000,,Cholesteryl Esters to Total-Lipids in Small HDL percentage
S-HDL-C%,1.00 [0.85-1.18],1.000,,Cholesterol to Total-Lipids in Small HDL percentage
M-LDL-PL%,1.00 [0.85-1.16],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
M-LDL-TG%,0.96 [0.81-1.13],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
M-LDL-FC%,0.91 [0.77-1.09],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-VLDL-C%,0.87 [0.73-1.04],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-CE%,0.86 [0.72-1.04],1.000,,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
