Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.25 [1.13-1.38],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
S-HDL-PL%,1.23 [1.11-1.36],1.000,,Phospholipids to Total-Lipids in Small HDL percentage
M-VLDL-TG%,1.09 [0.98-1.21],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
M-LDL-PL%,1.01 [0.91-1.12],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
S-HDL-TG%,1.00 [0.90-1.11],1.000,,Triglycerides to Total-Lipids in Small HDL percentage
S-LDL-C%,0.80 [0.73-0.88],0.694,,Cholesterol to Total-Lipids in Small LDL percentage
Albumin,0.79 [0.72-0.87],0.544,,Albumin
Leu,0.76 [0.68-0.85],0.466,,Leucine
Total-BCAA,0.75 [0.67-0.84],0.128,,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Val,0.75 [0.67-0.84],0.120,,Valine
