Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
MUFA%,1.28 [1.16-1.40],0.078,,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
S-HDL-TG%,1.27 [1.16-1.40],0.156,,Triglycerides to Total-Lipids in Small HDL percentage
M-HDL-TG%,1.26 [1.15-1.39],0.396,,Triglycerides to Total-Lipids in Medium HDL percentage
L-HDL-TG%,1.24 [1.13-1.36],0.782,,Triglycerides to Total-Lipids in Large HDL percentage
M-LDL-TG%,1.17 [1.07-1.28],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
LDL-CE,0.95 [0.87-1.04],1.000,,Cholesteryl Esters in LDL
M-LDL-FC%,0.85 [0.78-0.93],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-HDL-C%,0.81 [0.75-0.89],0.537,,Cholesterol to Total-Lipids in Medium HDL percentage
Unsaturation,0.80 [0.73-0.87],0.187,,Degree of Unsaturation
PUFA/MUFA,0.79 [0.72-0.87],0.294,,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
