Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
GlycA,"0.112 [0.066,0.158]",0.005,**,Glycoprotein Acetyls
XL-HDL-PL%,"0.094 [0.043,0.145]",0.778,,Phospholipids to Total-Lipids in Very Large HDL percentage
XS-VLDL-PL%,"0.091 [0.045,0.138]",0.336,,Phospholipids to Total-Lipids in Very Small VLDL percentage
IDL-PL%,"0.085 [0.040,0.130]",0.586,,Phospholipids to Total-Lipids in IDL percentage
M-VLDL-PL%,"0.023 [-0.024,0.070]",1.000,,Phospholipids to Total-Lipids in Medium VLDL percentage
S-LDL-C%,"-0.089 [-0.133,-0.045]",0.185,,Cholesterol to Total-Lipids in Small LDL percentage
IDL-CE%,"-0.091 [-0.136,-0.047]",0.139,,Cholesteryl Esters to Total-Lipids in IDL percentage
S-HDL-P,"-0.096 [-0.142,-0.051]",0.088,,Concentration of Small HDL Particles
S-HDL-C,"-0.099 [-0.145,-0.054]",0.046,*,Cholesterol in Small HDL
S-HDL-CE,"-0.109 [-0.154,-0.063]",0.007,**,Cholesteryl Esters in Small HDL
