Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-HDL-PL,1.14 [1.12-1.15],1.010e-91,***,Phospholipids in Medium HDL
M-HDL-L,1.13 [1.12-1.15],4.727e-84,***,Total-Lipids in Medium HDL
M-HDL-P,1.13 [1.11-1.14],2.212e-77,***,Concentration of Medium HDL Particles
S-HDL-PL,1.13 [1.11-1.14],8.199e-87,***,Phospholipids in Small HDL
M-HDL-C,1.12 [1.11-1.14],4.670e-72,***,Cholesterol in Medium HDL
M-HDL-CE,1.12 [1.11-1.14],1.092e-72,***,Cholesteryl Esters in Medium HDL
M-HDL-FC,1.12 [1.11-1.14],3.181e-67,***,Free Cholesterol in Medium HDL
HDL-PL,1.12 [1.11-1.14],5.752e-65,***,Phospholipids in HDL
ApoA1,1.12 [1.10-1.13],8.348e-65,***,Apolipoprotein A1
S-HDL-L,1.12 [1.10-1.13],1.972e-74,***,Total-Lipids in Small HDL
HDL-P,1.11 [1.10-1.13],1.649e-65,***,Concentration of HDL Particles
HDL-L,1.11 [1.10-1.13],5.806e-55,***,Total-Lipids in HDL
Total-P,1.10 [1.09-1.12],3.883e-53,***,Total-Concentration of Lipoprotein Particles
S-HDL-C,1.10 [1.09-1.11],5.465e-56,***,Cholesterol in Small HDL
S-HDL-CE,1.10 [1.08-1.11],4.976e-53,***,Cholesteryl Esters in Small HDL
S-HDL-P,1.10 [1.08-1.11],1.142e-52,***,Concentration of Small HDL Particles
S-HDL-FC,1.10 [1.08-1.11],3.038e-51,***,Free Cholesterol in Small HDL
HDL-C,1.09 [1.08-1.11],9.289e-38,***,HDL Cholesterol
HDL-CE,1.09 [1.08-1.11],1.120e-37,***,Cholesteryl Esters in HDL
SFA%,1.09 [1.08-1.10],1.117e-42,***,Saturated Fatty Acids to Total-Fatty Acids percentage
HDL-FC,1.09 [1.07-1.10],3.518e-33,***,Free Cholesterol in HDL
PC,1.08 [1.07-1.10],3.346e-33,***,Phosphatidylcholines
Phosphoglyc,1.08 [1.07-1.09],2.223e-31,***,Phosphoglycerides
S-HDL-PL%,1.08 [1.06-1.09],3.046e-29,***,Phospholipids to Total-Lipids in Small HDL percentage
L-HDL-PL%,1.07 [1.06-1.09],2.978e-27,***,Phospholipids to Total-Lipids in Large HDL percentage
Cholines,1.07 [1.06-1.08],2.492e-24,***,Total-Cholines
M-HDL-TG,1.07 [1.06-1.08],3.085e-25,***,Triglycerides in Medium HDL
L-HDL-PL,1.07 [1.05-1.08],9.475e-18,***,Phospholipids in Large HDL
SFA,1.06 [1.05-1.07],1.139e-17,***,Saturated Fatty Acids
Total-PL,1.06 [1.04-1.07],5.617e-16,***,Total-Phospholipids in Lipoprotein Particles
L-HDL-L,1.05 [1.04-1.07],1.112e-10,***,Total-Lipids in Large HDL
HDL-TG,1.05 [1.04-1.06],1.812e-14,***,Triglycerides in HDL
XL-VLDL-TG%,1.05 [1.04-1.06],9.509e-12,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
M-HDL-FC%,1.05 [1.03-1.06],1.191e-08,***,Free Cholesterol to Total-Lipids in Medium HDL percentage
L-HDL-TG,1.04 [1.03-1.06],2.833e-09,***,Triglycerides in Large HDL
MUFA,1.04 [1.03-1.05],2.672e-08,***,Monounsaturated Fatty Acids
S-HDL-TG,1.04 [1.03-1.05],1.306e-07,***,Triglycerides in Small HDL
XS-VLDL-TG%,1.04 [1.03-1.05],3.524e-07,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
L-HDL-P,1.04 [1.03-1.05],2.842e-05,***,Concentration of Large HDL Particles
Total-FA,1.04 [1.03-1.05],2.001e-07,***,Total-Fatty Acids
S-VLDL-TG%,1.04 [1.03-1.05],5.296e-07,***,Triglycerides to Total-Lipids in Small VLDL percentage
M-VLDL-TG%,1.04 [1.03-1.05],3.328e-06,***,Triglycerides to Total-Lipids in Medium VLDL percentage
S-LDL-TG%,1.04 [1.03-1.05],3.084e-06,***,Triglycerides to Total-Lipids in Small LDL percentage
L-LDL-TG%,1.04 [1.03-1.05],4.108e-06,***,Triglycerides to Total-Lipids in Large LDL percentage
L-HDL-FC,1.04 [1.02-1.05],4.501e-04,***,Free Cholesterol in Large HDL
M-LDL-TG%,1.04 [1.02-1.05],1.350e-05,***,Triglycerides to Total-Lipids in Medium LDL percentage
GlycA,1.04 [1.02-1.05],6.913e-05,***,Glycoprotein Acetyls
