Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-FC%,1.07 [0.88-1.30],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
ApoB/ApoA1,1.06 [0.89-1.25],1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
Clinical LDL-C,1.05 [0.88-1.25],1.000,,Clinical LDL Cholesterol
LDL-C,1.03 [0.87-1.23],1.000,,LDL Cholesterol
ApoB,1.02 [0.86-1.21],1.000,,Apolipoprotein B
PUFA,0.97 [0.81-1.16],1.000,,Polyunsaturated Fatty Acids
M-LDL-TG%,0.96 [0.80-1.15],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
Total-FA,0.96 [0.80-1.16],1.000,,Total-Fatty Acids
SFA,0.95 [0.79-1.14],1.000,,Saturated Fatty Acids
Albumin,0.93 [0.79-1.11],1.000,,Albumin
