Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.25 [1.04-1.51],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
PUFA/MUFA,1.08 [0.86-1.35],1.000,,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
HDL-CE,1.06 [0.87-1.31],1.000,,Cholesteryl Esters in HDL
HDL-C,1.06 [0.86-1.30],1.000,,HDL Cholesterol
ApoA1,1.03 [0.84-1.27],1.000,,Apolipoprotein A1
His,1.00 [0.82-1.21],1.000,,Histidine
M-LDL-FC%,0.97 [0.78-1.20],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-LDL-CE%,0.86 [0.71-1.04],1.000,,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
M-LDL-C%,0.83 [0.70-0.98],1.000,,Cholesterol to Total-Lipids in Medium LDL percentage
Gly,0.82 [0.68-0.98],1.000,,Glycine
