Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
IDL-TG%,1.25 [1.22-1.28],1.174e-64,***,Triglycerides to Total-Lipids in IDL percentage
MUFA%,1.25 [1.22-1.28],7.382e-54,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
L-LDL-TG%,1.24 [1.21-1.27],2.175e-60,***,Triglycerides to Total-Lipids in Large LDL percentage
M-HDL-PL%,1.22 [1.19-1.26],2.929e-48,***,Phospholipids to Total-Lipids in Medium HDL percentage
XS-VLDL-TG%,1.22 [1.19-1.25],1.237e-48,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
L-HDL-TG%,1.21 [1.18-1.25],4.754e-42,***,Triglycerides to Total-Lipids in Large HDL percentage
XS-VLDL-PL%,1.21 [1.18-1.24],8.747e-47,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
XL-HDL-FC%,1.21 [1.18-1.24],3.597e-34,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
S-HDL-TG%,1.21 [1.18-1.24],1.298e-45,***,Triglycerides to Total-Lipids in Small HDL percentage
GlycA,1.21 [1.18-1.24],1.300e-42,***,Glycoprotein Acetyls
L-HDL-PL%,1.20 [1.17-1.23],1.804e-36,***,Phospholipids to Total-Lipids in Large HDL percentage
TG/PG,1.20 [1.17-1.23],2.037e-37,***,Triglycerides to Phosphoglycerides ratio
XL-HDL-TG%,1.20 [1.17-1.23],2.348e-39,***,Triglycerides to Total-Lipids in Very Large HDL percentage
M-LDL-TG%,1.19 [1.16-1.22],3.066e-42,***,Triglycerides to Total-Lipids in Medium LDL percentage
M-HDL-TG%,1.19 [1.16-1.22],3.566e-36,***,Triglycerides to Total-Lipids in Medium HDL percentage
M-VLDL-TG%,1.18 [1.15-1.21],1.234e-32,***,Triglycerides to Total-Lipids in Medium VLDL percentage
S-LDL-TG%,1.18 [1.15-1.20],6.052e-34,***,Triglycerides to Total-Lipids in Small LDL percentage
L-VLDL-PL%,1.16 [1.13-1.19],8.172e-25,***,Phospholipids to Total-Lipids in Large VLDL percentage
S-HDL-TG,1.16 [1.13-1.18],4.754e-29,***,Triglycerides in Small HDL
S-VLDL-TG%,1.15 [1.12-1.17],5.888e-22,***,Triglycerides to Total-Lipids in Small VLDL percentage
XS-VLDL-TG,1.13 [1.11-1.16],9.507e-22,***,Triglycerides in Very Small VLDL
XL-VLDL-TG%,1.13 [1.10-1.16],3.633e-16,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
M-LDL-TG,1.13 [1.10-1.15],2.101e-18,***,Triglycerides in Medium LDL
S-VLDL-TG,1.13 [1.10-1.15],1.900e-18,***,Triglycerides in Small VLDL
XL-VLDL-TG,1.13 [1.10-1.15],7.122e-17,***,Triglycerides in Very Large VLDL
LDL-TG,1.13 [1.10-1.15],8.866e-18,***,Triglycerides in LDL
Total-TG,1.12 [1.10-1.15],1.876e-15,***,Total-Triglycerides
L-LDL-TG,1.12 [1.10-1.15],5.100e-17,***,Triglycerides in Large LDL
VLDL-size,1.12 [1.09-1.15],3.217e-12,***,Average Diameter for VLDL Particles
XL-VLDL-P,1.12 [1.09-1.15],2.863e-15,***,Concentration of Very Large VLDL Particles
S-LDL-TG,1.12 [1.09-1.15],3.293e-15,***,Triglycerides in Small LDL
VLDL-TG,1.12 [1.09-1.15],5.704e-14,***,Triglycerides in VLDL
IDL-TG,1.12 [1.09-1.14],3.618e-16,***,Triglycerides in IDL
XL-VLDL-L,1.12 [1.09-1.15],2.784e-14,***,Total-Lipids in Very Large VLDL
L-VLDL-PL,1.12 [1.09-1.14],6.133e-15,***,Phospholipids in Large VLDL
L-VLDL-P,1.11 [1.08-1.14],1.325e-12,***,Concentration of Large VLDL Particles
XL-VLDL-PL,1.11 [1.08-1.14],3.445e-12,***,Phospholipids in Very Large VLDL
XXL-VLDL-P,1.11 [1.08-1.13],2.561e-11,***,Concentration of Chylomicrons and Extremely Large VLDL Particles
XXL-VLDL-PL,1.11 [1.08-1.13],2.759e-11,***,Phospholipids in Chylomicrons and Extremely Large VLDL
L-VLDL-FC,1.11 [1.08-1.13],7.456e-12,***,Free Cholesterol in Large VLDL
MUFA,1.11 [1.08-1.13],4.303e-09,***,Monounsaturated Fatty Acids
