Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
Tyr,1.24 [1.10-1.39],1.000,,Tyrosine
Leu,1.14 [1.01-1.29],1.000,,Leucine
Ile,1.14 [1.01-1.28],1.000,,Isoleucine
Phe,1.13 [1.01-1.28],1.000,,Phenylalanine
M-LDL-FC%,1.04 [0.90-1.20],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
ApoA1,0.99 [0.86-1.13],1.000,,Apolipoprotein A1
M-VLDL-C%,0.92 [0.81-1.06],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
ApoB/ApoA1,0.87 [0.76-0.99],1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
Clinical LDL-C,0.85 [0.75-0.96],1.000,,Clinical LDL Cholesterol
ApoB,0.84 [0.74-0.96],1.000,,Apolipoprotein B
