Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-HDL-PL%,1.31 [1.19-1.43],0.007,**,Phospholipids to Total-Lipids in Medium HDL percentage
L-LDL-TG%,1.30 [1.19-1.43],0.003,**,Triglycerides to Total-Lipids in Large LDL percentage
IDL-TG%,1.28 [1.17-1.41],0.020,*,Triglycerides to Total-Lipids in IDL percentage
L-HDL-PL%,1.28 [1.16-1.41],0.214,,Phospholipids to Total-Lipids in Large HDL percentage
M-LDL-TG%,1.25 [1.15-1.36],0.133,,Triglycerides to Total-Lipids in Medium LDL percentage
IDL-C%,0.80 [0.73-0.87],0.105,,Cholesterol to Total-Lipids in IDL percentage
M-LDL-C%,0.80 [0.74-0.86],0.012,*,Cholesterol to Total-Lipids in Medium LDL percentage
XS-VLDL-CE%,0.80 [0.73-0.87],0.208,,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
S-LDL-C%,0.80 [0.73-0.86],0.024,*,Cholesterol to Total-Lipids in Small LDL percentage
L-LDL-C%,0.76 [0.69-0.83],6.676e-04,***,Cholesterol to Total-Lipids in Large LDL percentage
