Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.07 [0.91-1.26],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
L-VLDL-FC%,1.02 [0.88-1.18],1.000,,Free Cholesterol to Total-Lipids in Large VLDL percentage
L-VLDL-C%,1.01 [0.87-1.18],1.000,,Cholesterol to Total-Lipids in Large VLDL percentage
L-VLDL-CE%,1.01 [0.86-1.19],1.000,,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
L-VLDL-TG%,1.00 [0.87-1.16],1.000,,Triglycerides to Total-Lipids in Large VLDL percentage
Total-FA,0.97 [0.82-1.15],1.000,,Total-Fatty Acids
M-LDL-FC%,0.96 [0.81-1.14],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Omega-6,0.92 [0.78-1.08],1.000,,Omega-6 Fatty Acids
Unsaturation,0.91 [0.77-1.08],1.000,,Degree of Unsaturation
PUFA,0.91 [0.77-1.07],1.000,,Polyunsaturated Fatty Acids
