Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.46 [1.22-1.75],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
Tyr,1.08 [0.90-1.30],1.000,,Tyrosine
Leu,1.06 [0.87-1.29],1.000,,Leucine
Ile,1.05 [0.87-1.27],1.000,,Isoleucine
Gly,1.02 [0.85-1.22],1.000,,Glycine
VLDL-CE,0.94 [0.78-1.14],1.000,,Cholesteryl Esters in VLDL
LDL-CE,0.83 [0.69-1.01],1.000,,Cholesteryl Esters in LDL
HDL-CE,0.83 [0.67-1.03],1.000,,Cholesteryl Esters in HDL
Total-CE,0.82 [0.67-1.00],1.000,,Total-Esterified Cholesterol
M-LDL-FC%,0.81 [0.67-0.98],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
