Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
Val,1.19 [1.00-1.41],1.000,,Valine
Total-BCAA,1.15 [0.97-1.37],1.000,,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
M-LDL-PL%,1.11 [0.93-1.32],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
Ile,1.10 [0.93-1.31],1.000,,Isoleucine
Leu,1.10 [0.93-1.31],1.000,,Leucine
Omega-6,0.96 [0.80-1.16],1.000,,Omega-6 Fatty Acids
LA,0.92 [0.77-1.10],1.000,,Linoleic Acid
M-LDL-FC%,0.80 [0.67-0.96],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
PUFA%,0.74 [0.61-0.88],1.000,,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
Omega-6%,0.70 [0.59-0.84],1.000,,Omega-6 Fatty Acids to Total-Fatty Acids percentage
