Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.07 [1.00-1.13],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
M-HDL-TG%,1.02 [0.96-1.09],1.000,,Triglycerides to Total-Lipids in Medium HDL percentage
M-HDL-PL%,1.02 [0.95-1.09],1.000,,Phospholipids to Total-Lipids in Medium HDL percentage
Gly,1.00 [0.95-1.06],1.000,,Glycine
ApoB/ApoA1,1.00 [0.94-1.06],1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
LDL-C,0.98 [0.93-1.05],1.000,,LDL Cholesterol
Non-HDL-C,0.98 [0.92-1.04],1.000,,Total-Cholesterol Minus HDL-C
Total-C,0.98 [0.92-1.04],1.000,,Total-Cholesterol
Remnant-C,0.98 [0.92-1.04],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
M-LDL-FC%,0.97 [0.91-1.03],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
