Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
LA%,1.05 [0.84-1.32],1.000,,Linoleic Acid to Total-Fatty Acids percentage
PUFA/MUFA,1.03 [0.82-1.30],1.000,,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
Omega-6%,1.01 [0.81-1.27],1.000,,Omega-6 Fatty Acids to Total-Fatty Acids percentage
DHA%,1.00 [0.80-1.24],1.000,,Docosahexaenoic Acid to Total-Fatty Acids percentage
M-VLDL-PL%,1.00 [0.81-1.23],1.000,,Phospholipids to Total-Lipids in Medium VLDL percentage
M-HDL-TG%,1.00 [0.81-1.23],1.000,,Triglycerides to Total-Lipids in Medium HDL percentage
M-LDL-FC%,0.98 [0.79-1.23],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Gly,0.94 [0.78-1.12],1.000,,Glycine
Ala,0.91 [0.74-1.12],1.000,,Alanine
Gln,0.87 [0.71-1.06],1.000,,Glutamine
