Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
MUFA%,1.09 [0.93-1.27],1.000,,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
M-LDL-PL%,1.08 [0.95-1.24],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
LDL-CE,1.03 [0.90-1.18],1.000,,Cholesteryl Esters in LDL
VLDL-C,1.01 [0.88-1.16],1.000,,VLDL Cholesterol
LA,1.01 [0.88-1.16],1.000,,Linoleic Acid
Omega-3%,1.00 [0.87-1.15],1.000,,Omega-3 Fatty Acids to Total-Fatty Acids percentage
PUFA%,0.98 [0.83-1.15],1.000,,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
Omega-6%,0.97 [0.83-1.14],1.000,,Omega-6 Fatty Acids to Total-Fatty Acids percentage
M-LDL-FC%,0.96 [0.83-1.12],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
SFA%,0.94 [0.81-1.09],1.000,,Saturated Fatty Acids to Total-Fatty Acids percentage
