Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
Val,1.11 [0.93-1.31],1.000,,Valine
Total-BCAA,1.10 [0.93-1.31],1.000,,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
ApoA1,1.09 [0.91-1.31],1.000,,Apolipoprotein A1
ApoB,1.04 [0.88-1.24],1.000,,Apolipoprotein B
M-LDL-PL%,1.01 [0.86-1.20],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
Omega-3%,0.94 [0.78-1.13],1.000,,Omega-3 Fatty Acids to Total-Fatty Acids percentage
M-LDL-FC%,0.84 [0.70-1.00],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Omega-6%,0.77 [0.64-0.92],1.000,,Omega-6 Fatty Acids to Total-Fatty Acids percentage
LA%,0.76 [0.64-0.92],1.000,,Linoleic Acid to Total-Fatty Acids percentage
PUFA%,0.75 [0.62-0.90],1.000,,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
