Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.29 [1.16-1.44],0.683,,Triglycerides to Total-Lipids in Medium LDL percentage
VLDL-C,1.03 [0.92-1.15],1.000,,VLDL Cholesterol
ApoB/ApoA1,1.03 [0.92-1.15],1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
VLDL-CE,1.03 [0.92-1.14],1.000,,Cholesteryl Esters in VLDL
Ile,1.00 [0.90-1.12],1.000,,Isoleucine
LDL-CE,0.90 [0.81-1.00],1.000,,Cholesteryl Esters in LDL
HDL-CE,0.86 [0.76-0.97],1.000,,Cholesteryl Esters in HDL
M-LDL-FC%,0.85 [0.76-0.95],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
S-HDL-CE%,0.78 [0.71-0.87],0.900,,Cholesteryl Esters to Total-Lipids in Small HDL percentage
IDL-CE%,0.78 [0.70-0.86],0.932,,Cholesteryl Esters to Total-Lipids in IDL percentage
