Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
Omega-6/Omega-3,1.14 [0.99-1.32],1.000,,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
M-LDL-TG%,1.05 [0.91-1.21],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
Omega-6%,1.04 [0.88-1.23],1.000,,Omega-6 Fatty Acids to Total-Fatty Acids percentage
LA%,1.03 [0.88-1.21],1.000,,Linoleic Acid to Total-Fatty Acids percentage
MUFA%,1.02 [0.87-1.20],1.000,,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
M-HDL-CE%,0.99 [0.85-1.16],1.000,,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
Gln,0.99 [0.86-1.13],1.000,,Glutamine
M-LDL-FC%,0.99 [0.84-1.16],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-LDL-C%,0.98 [0.85-1.14],1.000,,Cholesterol to Total-Lipids in Medium LDL percentage
M-HDL-FC%,0.93 [0.79-1.10],1.000,,Free Cholesterol to Total-Lipids in Medium HDL percentage
