Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.18 [1.04-1.34],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
MUFA%,1.10 [0.96-1.27],1.000,,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
VLDL-C,1.05 [0.93-1.18],1.000,,VLDL Cholesterol
VLDL-CE,1.04 [0.92-1.17],1.000,,Cholesteryl Esters in VLDL
Remnant-C,1.01 [0.89-1.14],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
Omega-3,0.99 [0.87-1.13],1.000,,Omega-3 Fatty Acids
DHA,0.93 [0.82-1.07],1.000,,Docosahexaenoic Acid
Omega-6%,0.87 [0.76-1.00],1.000,,Omega-6 Fatty Acids to Total-Fatty Acids percentage
PUFA%,0.85 [0.74-0.98],1.000,,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
M-LDL-FC%,0.85 [0.74-0.97],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
