Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
Total-BCAA,1.18 [0.98-1.42],1.000,,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Val,1.17 [0.97-1.42],1.000,,Valine
DHA%,1.14 [0.92-1.42],1.000,,Docosahexaenoic Acid to Total-Fatty Acids percentage
MUFA%,1.10 [0.88-1.37],1.000,,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
M-LDL-PL%,1.02 [0.84-1.22],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
Remnant-C,0.90 [0.74-1.10],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
Non-HDL-C,0.89 [0.73-1.08],1.000,,Total-Cholesterol Minus HDL-C
Total-C,0.88 [0.71-1.08],1.000,,Total-Cholesterol
LDL-C,0.88 [0.72-1.07],1.000,,LDL Cholesterol
M-LDL-FC%,0.86 [0.70-1.07],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
