Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-HDL-PL%,1.07 [0.94-1.21],1.000,,Phospholipids to Total-Lipids in Medium HDL percentage
Gln,1.06 [0.94-1.18],1.000,,Glutamine
Ala,1.04 [0.93-1.17],1.000,,Alanine
M-HDL-TG%,1.03 [0.92-1.15],1.000,,Triglycerides to Total-Lipids in Medium HDL percentage
M-LDL-PL%,1.02 [0.91-1.13],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
ApoA1,0.98 [0.87-1.10],1.000,,Apolipoprotein A1
M-LDL-FC%,0.95 [0.84-1.07],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Val,0.93 [0.83-1.05],1.000,,Valine
ApoB/ApoA1,0.91 [0.81-1.02],1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
ApoB,0.89 [0.80-0.99],1.000,,Apolipoprotein B
