Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.04 [0.95-1.14],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
Gln,1.04 [0.95-1.14],1.000,,Glutamine
Ala,1.03 [0.94-1.13],1.000,,Alanine
M-HDL-TG%,1.03 [0.94-1.13],1.000,,Triglycerides to Total-Lipids in Medium HDL percentage
M-LDL-CE%,1.00 [0.92-1.10],1.000,,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
MUFA%,1.00 [0.90-1.11],1.000,,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
Total-CE,0.98 [0.89-1.07],1.000,,Total-Esterified Cholesterol
M-LDL-FC%,0.97 [0.88-1.07],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
LDL-CE,0.97 [0.89-1.06],1.000,,Cholesteryl Esters in LDL
DHA%,0.97 [0.88-1.07],1.000,,Docosahexaenoic Acid to Total-Fatty Acids percentage
