Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.05 [0.91-1.22],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
SFA%,1.05 [0.90-1.22],1.000,,Saturated Fatty Acids to Total-Fatty Acids percentage
SFA,1.01 [0.87-1.17],1.000,,Saturated Fatty Acids
MUFA%,1.00 [0.85-1.18],1.000,,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
His,1.00 [0.87-1.15],1.000,,Histidine
HDL-C,0.97 [0.83-1.14],1.000,,HDL Cholesterol
LDL-C,0.96 [0.83-1.10],1.000,,LDL Cholesterol
Clinical LDL-C,0.95 [0.83-1.10],1.000,,Clinical LDL Cholesterol
M-LDL-FC%,0.95 [0.82-1.11],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Non-HDL-C,0.95 [0.82-1.09],1.000,,Total-Cholesterol Minus HDL-C
