Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-VLDL-PL%,1.11 [0.94-1.30],1.000,,Phospholipids to Total-Lipids in Large VLDL percentage
M-LDL-PL%,1.11 [0.94-1.30],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
M-HDL-PL%,1.10 [0.92-1.31],1.000,,Phospholipids to Total-Lipids in Medium HDL percentage
L-VLDL-CE%,1.10 [0.92-1.30],1.000,,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
L-VLDL-FC%,1.09 [0.94-1.27],1.000,,Free Cholesterol to Total-Lipids in Large VLDL percentage
M-LDL-FC%,0.97 [0.81-1.16],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
VLDL-C,0.95 [0.81-1.12],1.000,,VLDL Cholesterol
Remnant-C,0.93 [0.79-1.10],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
Non-HDL-C,0.92 [0.78-1.08],1.000,,Total-Cholesterol Minus HDL-C
Total-C,0.90 [0.76-1.07],1.000,,Total-Cholesterol
