Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-HDL-TG%,1.11 [1.04-1.18],1.000,,Triglycerides to Total-Lipids in Medium HDL percentage
Ala,1.04 [0.98-1.10],1.000,,Alanine
M-LDL-CE%,1.03 [0.97-1.10],1.000,,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
Gln,1.03 [0.96-1.09],1.000,,Glutamine
M-LDL-PL%,1.01 [0.95-1.07],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
Omega-3,1.00 [0.94-1.06],1.000,,Omega-3 Fatty Acids
DHA,0.97 [0.90-1.03],1.000,,Docosahexaenoic Acid
Omega-6%,0.93 [0.87-0.99],1.000,,Omega-6 Fatty Acids to Total-Fatty Acids percentage
M-LDL-FC%,0.92 [0.86-0.98],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
PUFA%,0.92 [0.86-0.98],1.000,,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
