Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.14 [1.05-1.24],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
M-HDL-TG%,1.11 [1.03-1.21],1.000,,Triglycerides to Total-Lipids in Medium HDL percentage
M-HDL-PL%,1.08 [0.99-1.18],1.000,,Phospholipids to Total-Lipids in Medium HDL percentage
ApoB/ApoA1,1.04 [0.96-1.13],1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
VLDL-C,1.01 [0.94-1.09],1.000,,VLDL Cholesterol
LDL-CE,0.98 [0.90-1.06],1.000,,Cholesteryl Esters in LDL
Total-C,0.95 [0.87-1.03],1.000,,Total-Cholesterol
Total-CE,0.94 [0.87-1.02],1.000,,Total-Esterified Cholesterol
M-LDL-FC%,0.91 [0.84-0.99],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
HDL-CE,0.89 [0.82-0.98],1.000,,Cholesteryl Esters in HDL
