Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-LDL-TG%,1.25 [1.15-1.36],0.021,*,Triglycerides to Total-Lipids in Large LDL percentage
IDL-TG%,1.25 [1.15-1.36],0.025,*,Triglycerides to Total-Lipids in IDL percentage
XS-VLDL-TG%,1.23 [1.13-1.34],0.386,,Triglycerides to Total-Lipids in Very Small VLDL percentage
S-LDL-TG%,1.22 [1.13-1.32],0.195,,Triglycerides to Total-Lipids in Small LDL percentage
M-LDL-TG%,1.22 [1.13-1.32],0.152,,Triglycerides to Total-Lipids in Medium LDL percentage
L-LDL-FC%,0.81 [0.75-0.88],0.126,,Free Cholesterol to Total-Lipids in Large LDL percentage
XS-VLDL-FC%,0.81 [0.75-0.88],0.050,*,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
Omega-6%,0.81 [0.74-0.88],0.139,,Omega-6 Fatty Acids to Total-Fatty Acids percentage
PUFA%,0.80 [0.74-0.87],0.114,,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
LA%,0.80 [0.74-0.87],0.075,,Linoleic Acid to Total-Fatty Acids percentage
