Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
IDL-TG%,1.02 [0.95-1.09],1.000,,Triglycerides to Total-Lipids in IDL percentage
M-LDL-TG%,1.01 [0.95-1.08],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
L-HDL-CE%,1.01 [0.93-1.09],1.000,,Cholesteryl Esters to Total-Lipids in Large HDL percentage
L-HDL-C%,1.01 [0.93-1.09],1.000,,Cholesterol to Total-Lipids in Large HDL percentage
L-HDL-FC%,1.00 [0.92-1.09],1.000,,Free Cholesterol to Total-Lipids in Large HDL percentage
M-LDL-FC%,0.99 [0.92-1.06],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
DHA%,0.97 [0.91-1.04],1.000,,Docosahexaenoic Acid to Total-Fatty Acids percentage
LDL-CE,0.97 [0.91-1.03],1.000,,Cholesteryl Esters in LDL
Total-CE,0.96 [0.90-1.03],1.000,,Total-Esterified Cholesterol
HDL-CE,0.95 [0.89-1.02],1.000,,Cholesteryl Esters in HDL
