Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
IDL-TG%,1.18 [1.00-1.40],1.000,,Triglycerides to Total-Lipids in IDL percentage
IDL-PL%,1.13 [0.97-1.33],1.000,,Phospholipids to Total-Lipids in IDL percentage
L-HDL-PL%,1.12 [0.93-1.35],1.000,,Phospholipids to Total-Lipids in Large HDL percentage
TG/PG,1.07 [0.89-1.29],1.000,,Triglycerides to Phosphoglycerides ratio
M-LDL-PL%,1.06 [0.90-1.24],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
VLDL-C,0.94 [0.80-1.10],1.000,,VLDL Cholesterol
M-LDL-FC%,0.92 [0.77-1.10],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
LDL-CE,0.88 [0.75-1.04],1.000,,Cholesteryl Esters in LDL
HDL-CE,0.87 [0.73-1.04],1.000,,Cholesteryl Esters in HDL
Total-C,0.85 [0.72-1.01],1.000,,Total-Cholesterol
