Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-HDL-PL%,1.14 [1.00-1.30],1.000,,Phospholipids to Total-Lipids in Large HDL percentage
IDL-TG%,1.07 [0.95-1.22],1.000,,Triglycerides to Total-Lipids in IDL percentage
IDL-PL%,1.04 [0.92-1.16],1.000,,Phospholipids to Total-Lipids in IDL percentage
M-LDL-PL%,1.03 [0.92-1.16],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
IDL-FC%,1.02 [0.90-1.15],1.000,,Free Cholesterol to Total-Lipids in IDL percentage
VLDL-CE,0.98 [0.87-1.10],1.000,,Cholesteryl Esters in VLDL
M-LDL-FC%,0.97 [0.86-1.11],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
PUFA/MUFA,0.95 [0.83-1.09],1.000,,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
LDL-CE,0.94 [0.84-1.06],1.000,,Cholesteryl Esters in LDL
Total-CE,0.90 [0.79-1.01],1.000,,Total-Esterified Cholesterol
