Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-VLDL-PL%,1.06 [0.95-1.18],1.000,,Phospholipids to Total-Lipids in Large VLDL percentage
L-LDL-TG%,1.04 [0.92-1.18],1.000,,Triglycerides to Total-Lipids in Large LDL percentage
L-VLDL-FC%,1.03 [0.92-1.14],1.000,,Free Cholesterol to Total-Lipids in Large VLDL percentage
L-LDL-CE%,1.02 [0.92-1.14],1.000,,Cholesteryl Esters to Total-Lipids in Large LDL percentage
M-LDL-FC%,1.01 [0.89-1.15],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
LDL-C,0.95 [0.85-1.06],1.000,,LDL Cholesterol
M-VLDL-C%,0.94 [0.83-1.06],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
Non-HDL-C,0.93 [0.83-1.04],1.000,,Total-Cholesterol Minus HDL-C
Remnant-C,0.92 [0.82-1.03],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
Total-C,0.91 [0.81-1.02],1.000,,Total-Cholesterol
