Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-HDL-CE%,1.22 [0.95-1.56],1.000,,Cholesteryl Esters to Total-Lipids in Large HDL percentage
L-HDL-C%,1.20 [0.94-1.53],1.000,,Cholesterol to Total-Lipids in Large HDL percentage
IDL-PL%,1.14 [0.96-1.36],1.000,,Phospholipids to Total-Lipids in IDL percentage
M-LDL-FC%,1.11 [0.90-1.36],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
XL-HDL-PL,1.04 [0.87-1.24],1.000,,Phospholipids in Very Large HDL
HDL-CE,0.94 [0.77-1.14],1.000,,Cholesteryl Esters in HDL
M-LDL-TG%,0.93 [0.77-1.13],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
VLDL-CE,0.92 [0.77-1.10],1.000,,Cholesteryl Esters in VLDL
LDL-CE,0.91 [0.76-1.09],1.000,,Cholesteryl Esters in LDL
Total-CE,0.90 [0.74-1.08],1.000,,Total-Esterified Cholesterol
