Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
GlycA,1.69 [1.40-2.05],0.020,*,Glycoprotein Acetyls
ApoB/ApoA1,1.13 [0.93-1.38],1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
M-LDL-PL%,1.03 [0.85-1.25],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
Tyr,1.03 [0.85-1.25],1.000,,Tyrosine
M-LDL-CE%,1.01 [0.83-1.22],1.000,,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
LDL-CE,0.89 [0.72-1.09],1.000,,Cholesteryl Esters in LDL
Total-CE,0.82 [0.66-1.01],1.000,,Total-Esterified Cholesterol
HDL-CE,0.68 [0.55-0.84],1.000,,Cholesteryl Esters in HDL
L-LDL-C%,0.60 [0.49-0.72],0.030,*,Cholesterol to Total-Lipids in Large LDL percentage
Unsaturation,0.59 [0.48-0.73],0.329,,Degree of Unsaturation
