Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
SFA%,1.04 [0.94-1.14],1.000,,Saturated Fatty Acids to Total-Fatty Acids percentage
DHA%,1.03 [0.94-1.14],1.000,,Docosahexaenoic Acid to Total-Fatty Acids percentage
M-LDL-PL%,1.03 [0.95-1.12],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
Omega-3%,1.03 [0.94-1.13],1.000,,Omega-3 Fatty Acids to Total-Fatty Acids percentage
MUFA%,1.02 [0.93-1.13],1.000,,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
PUFA/MUFA,0.97 [0.88-1.07],1.000,,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
PUFA%,0.96 [0.87-1.07],1.000,,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
M-LDL-FC%,0.95 [0.86-1.05],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Omega-6%,0.95 [0.86-1.05],1.000,,Omega-6 Fatty Acids to Total-Fatty Acids percentage
LA%,0.94 [0.85-1.03],1.000,,Linoleic Acid to Total-Fatty Acids percentage
