Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
DHA%,1.11 [0.95-1.29],1.000,,Docosahexaenoic Acid to Total-Fatty Acids percentage
Gln,1.02 [0.89-1.18],1.000,,Glutamine
HDL-CE,1.01 [0.87-1.18],1.000,,Cholesteryl Esters in HDL
HDL-C,1.01 [0.87-1.18],1.000,,HDL Cholesterol
M-LDL-PL%,1.01 [0.88-1.15],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
M-LDL-FC%,0.95 [0.81-1.11],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Phe,0.94 [0.81-1.08],1.000,,Phenylalanine
Tyr,0.93 [0.80-1.07],1.000,,Tyrosine
Ile,0.81 [0.69-0.95],1.000,,Isoleucine
Leu,0.78 [0.66-0.92],1.000,,Leucine
