Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.23 [1.04-1.46],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
Val,1.17 [0.98-1.39],1.000,,Valine
Total-BCAA,1.13 [0.95-1.34],1.000,,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Leu,1.09 [0.91-1.30],1.000,,Leucine
ApoB/ApoA1,1.02 [0.86-1.22],1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
LA,0.98 [0.82-1.18],1.000,,Linoleic Acid
Omega-6,0.98 [0.82-1.18],1.000,,Omega-6 Fatty Acids
PUFA,0.96 [0.80-1.16],1.000,,Polyunsaturated Fatty Acids
Omega-3,0.91 [0.76-1.10],1.000,,Omega-3 Fatty Acids
M-LDL-FC%,0.82 [0.69-0.99],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
