Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-HDL-PL%,1.12 [0.99-1.27],1.000,,Phospholipids to Total-Lipids in Large HDL percentage
L-LDL-TG%,1.10 [0.98-1.24],1.000,,Triglycerides to Total-Lipids in Large LDL percentage
L-LDL-PL%,1.10 [0.99-1.22],1.000,,Phospholipids to Total-Lipids in Large LDL percentage
L-VLDL-C%,1.01 [0.90-1.12],1.000,,Cholesterol to Total-Lipids in Large VLDL percentage
M-LDL-FC%,1.00 [0.89-1.14],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-VLDL-C%,0.97 [0.86-1.09],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
VLDL-C,0.93 [0.84-1.04],1.000,,VLDL Cholesterol
Remnant-C,0.91 [0.82-1.02],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
Total-C,0.88 [0.78-0.99],1.000,,Total-Cholesterol
HDL-CE,0.88 [0.77-0.99],1.000,,Cholesteryl Esters in HDL
