Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-LDL-TG%,1.35 [1.24-1.47],4.401e-06,***,Triglycerides to Total-Lipids in Large LDL percentage
Lactate,1.35 [1.23-1.48],5.669e-05,***,Lactate
M-HDL-PL%,1.34 [1.22-1.47],1.041e-04,***,Phospholipids to Total-Lipids in Medium HDL percentage
XS-VLDL-PL%,1.32 [1.20-1.45],0.002,**,Phospholipids to Total-Lipids in Very Small VLDL percentage
M-LDL-TG%,1.31 [1.21-1.43],9.514e-05,***,Triglycerides to Total-Lipids in Medium LDL percentage
IDL-TG%,1.31 [1.20-1.43],6.065e-04,***,Triglycerides to Total-Lipids in IDL percentage
IDL-PL%,1.30 [1.18-1.42],0.006,**,Phospholipids to Total-Lipids in IDL percentage
S-HDL-C%,0.79 [0.72-0.86],0.033,*,Cholesterol to Total-Lipids in Small HDL percentage
Total-CE,0.79 [0.72-0.86],0.034,*,Total-Esterified Cholesterol
M-HDL-C%,0.78 [0.72-0.85],0.011,*,Cholesterol to Total-Lipids in Medium HDL percentage
LDL-FC,0.78 [0.71-0.85],0.026,*,Free Cholesterol in LDL
M-LDL-FC,0.78 [0.71-0.85],0.035,*,Free Cholesterol in Medium LDL
L-LDL-FC,0.78 [0.71-0.85],0.030,*,Free Cholesterol in Large LDL
IDL-CE%,0.77 [0.71-0.83],5.137e-05,***,Cholesteryl Esters to Total-Lipids in IDL percentage
IDL-C%,0.77 [0.71-0.83],1.472e-05,***,Cholesterol to Total-Lipids in IDL percentage
Total-P,0.76 [0.68-0.84],0.015,*,Total-Concentration of Lipoprotein Particles
S-LDL-C%,0.76 [0.70-0.82],8.642e-06,***,Cholesterol to Total-Lipids in Small LDL percentage
L-LDL-C%,0.75 [0.69-0.81],2.251e-06,***,Cholesterol to Total-Lipids in Large LDL percentage
S-HDL-P,0.74 [0.68-0.82],4.624e-04,***,Concentration of Small HDL Particles
S-HDL-C,0.74 [0.67-0.81],5.703e-05,***,Cholesterol in Small HDL
S-HDL-CE,0.72 [0.66-0.80],7.850e-06,***,Cholesteryl Esters in Small HDL
