Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
IDL-TG%,1.03 [0.96-1.11],1.000,,Triglycerides to Total-Lipids in IDL percentage
L-HDL-FC%,1.02 [0.95-1.08],1.000,,Free Cholesterol to Total-Lipids in Large HDL percentage
L-HDL-C%,1.01 [0.94-1.08],1.000,,Cholesterol to Total-Lipids in Large HDL percentage
L-HDL-CE%,1.01 [0.94-1.08],1.000,,Cholesteryl Esters to Total-Lipids in Large HDL percentage
M-LDL-FC%,1.01 [0.94-1.08],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-VLDL-C%,0.98 [0.92-1.05],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
LDL-CE,0.96 [0.90-1.03],1.000,,Cholesteryl Esters in LDL
VLDL-C,0.96 [0.90-1.03],1.000,,VLDL Cholesterol
Total-CE,0.95 [0.89-1.02],1.000,,Total-Esterified Cholesterol
HDL-CE,0.95 [0.88-1.03],1.000,,Cholesteryl Esters in HDL
