Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
IDL-PL%,1.16 [1.03-1.31],1.000,,Phospholipids to Total-Lipids in IDL percentage
IDL-TG%,1.10 [0.97-1.24],1.000,,Triglycerides to Total-Lipids in IDL percentage
L-HDL-FC%,1.07 [0.94-1.21],1.000,,Free Cholesterol to Total-Lipids in Large HDL percentage
M-LDL-FC%,1.06 [0.94-1.20],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
L-HDL-PL%,1.02 [0.90-1.16],1.000,,Phospholipids to Total-Lipids in Large HDL percentage
M-VLDL-TG%,0.94 [0.83-1.06],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
Total-CE,0.83 [0.73-0.93],1.000,,Total-Esterified Cholesterol
S-HDL-C,0.74 [0.65-0.84],0.535,,Cholesterol in Small HDL
S-HDL-P,0.74 [0.65-0.83],0.584,,Concentration of Small HDL Particles
S-HDL-CE,0.73 [0.64-0.82],0.163,,Cholesteryl Esters in Small HDL
