Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
HDL-FC,1.09 [0.95-1.26],1.000,,Free Cholesterol in HDL
DHA,1.02 [0.90-1.16],1.000,,Docosahexaenoic Acid
M-LDL-FC%,1.01 [0.89-1.15],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Unsaturation,1.01 [0.88-1.15],1.000,,Degree of Unsaturation
PUFA%,1.01 [0.89-1.14],1.000,,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
M-VLDL-CE%,0.98 [0.87-1.11],1.000,,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
Ile,0.80 [0.69-0.92],1.000,,Isoleucine
Leu,0.77 [0.67-0.89],1.000,,Leucine
Total-BCAA,0.75 [0.65-0.86],1.000,,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Citrate,0.65 [0.56-0.74],3.524e-04,***,Citrate
