Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-HDL-PL%,1.22 [1.08-1.39],1.000,,Phospholipids to Total-Lipids in Medium HDL percentage
M-LDL-TG%,1.20 [1.07-1.35],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
M-HDL-TG%,1.12 [0.99-1.28],1.000,,Triglycerides to Total-Lipids in Medium HDL percentage
L-VLDL-TG%,1.12 [0.98-1.27],1.000,,Triglycerides to Total-Lipids in Large VLDL percentage
M-LDL-CE%,1.07 [0.95-1.21],1.000,,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
VLDL-CE,0.99 [0.88-1.12],1.000,,Cholesteryl Esters in VLDL
Total-CE,0.94 [0.83-1.06],1.000,,Total-Esterified Cholesterol
DHA%,0.92 [0.81-1.04],1.000,,Docosahexaenoic Acid to Total-Fatty Acids percentage
M-LDL-FC%,0.84 [0.75-0.95],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
PUFA/MUFA,0.84 [0.74-0.95],1.000,,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
