Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-HDL-PL%,1.18 [1.08-1.29],1.000,,Phospholipids to Total-Lipids in Medium HDL percentage
L-VLDL-PL%,1.17 [1.06-1.28],1.000,,Phospholipids to Total-Lipids in Large VLDL percentage
M-HDL-TG%,1.14 [1.05-1.25],1.000,,Triglycerides to Total-Lipids in Medium HDL percentage
M-LDL-PL%,1.04 [0.95-1.12],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
Gly,1.00 [0.92-1.09],1.000,,Glycine
Total-FA,0.99 [0.91-1.08],1.000,,Total-Fatty Acids
Albumin,0.92 [0.85-1.00],1.000,,Albumin
M-LDL-FC%,0.92 [0.84-0.99],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Unsaturation,0.87 [0.80-0.95],1.000,,Degree of Unsaturation
HDL-FC,0.84 [0.76-0.92],1.000,,Free Cholesterol in HDL
