Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-LDL-TG%,1.06 [1.03-1.09],1.000,,Triglycerides to Total-Lipids in Large LDL percentage
M-LDL-TG%,1.05 [1.02-1.07],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
M-HDL-PL%,1.04 [1.01-1.07],1.000,,Phospholipids to Total-Lipids in Medium HDL percentage
L-VLDL-TG%,1.02 [0.99-1.04],1.000,,Triglycerides to Total-Lipids in Large VLDL percentage
L-VLDL-PL%,1.00 [0.98-1.03],1.000,,Phospholipids to Total-Lipids in Large VLDL percentage
IDL-CE,0.94 [0.92-0.97],0.785,,Cholesteryl Esters in IDL
L-LDL-C,0.94 [0.92-0.97],0.732,,Cholesterol in Large LDL
LDL-FC,0.94 [0.92-0.97],0.571,,Free Cholesterol in LDL
L-LDL-FC,0.94 [0.92-0.96],0.427,,Free Cholesterol in Large LDL
L-LDL-C%,0.94 [0.92-0.96],0.632,,Cholesterol to Total-Lipids in Large LDL percentage
