Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
MUFA%,1.11 [0.93-1.32],1.000,,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
SFA%,1.09 [0.92-1.27],1.000,,Saturated Fatty Acids to Total-Fatty Acids percentage
His,1.03 [0.87-1.22],1.000,,Histidine
Omega-3%,1.02 [0.86-1.22],1.000,,Omega-3 Fatty Acids to Total-Fatty Acids percentage
M-LDL-PL%,1.00 [0.84-1.20],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
VLDL-C,0.98 [0.83-1.17],1.000,,VLDL Cholesterol
Remnant-C,0.93 [0.78-1.10],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
Non-HDL-C,0.90 [0.76-1.06],1.000,,Total-Cholesterol Minus HDL-C
M-LDL-FC%,0.89 [0.76-1.04],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Total-C,0.88 [0.75-1.04],1.000,,Total-Cholesterol
