Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.17 [1.01-1.37],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
SFA%,1.17 [1.00-1.36],1.000,,Saturated Fatty Acids to Total-Fatty Acids percentage
SFA,1.09 [0.93-1.27],1.000,,Saturated Fatty Acids
MUFA,1.08 [0.93-1.27],1.000,,Monounsaturated Fatty Acids
Omega-3,1.04 [0.90-1.22],1.000,,Omega-3 Fatty Acids
Omega-6/Omega-3,0.92 [0.78-1.08],1.000,,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
DHA%,0.91 [0.78-1.07],1.000,,Docosahexaenoic Acid to Total-Fatty Acids percentage
PUFA/MUFA,0.86 [0.73-1.01],1.000,,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
LA%,0.83 [0.71-0.97],1.000,,Linoleic Acid to Total-Fatty Acids percentage
M-LDL-FC%,0.81 [0.69-0.93],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
