Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
IDL-TG%,1.17 [1.07-1.27],1.000,,Triglycerides to Total-Lipids in IDL percentage
L-HDL-PL%,1.10 [1.00-1.20],1.000,,Phospholipids to Total-Lipids in Large HDL percentage
IDL-PL%,1.07 [0.99-1.17],1.000,,Phospholipids to Total-Lipids in IDL percentage
M-LDL-PL%,1.05 [0.96-1.14],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
L-HDL-TG%,1.05 [0.95-1.15],1.000,,Triglycerides to Total-Lipids in Large HDL percentage
M-LDL-FC%,0.93 [0.85-1.02],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
HDL-C,0.92 [0.84-1.01],1.000,,HDL Cholesterol
Remnant-C,0.88 [0.81-0.95],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
Non-HDL-C,0.87 [0.80-0.95],1.000,,Total-Cholesterol Minus HDL-C
LDL-C,0.87 [0.80-0.95],1.000,,LDL Cholesterol
