Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
HDL-CE,1.06 [0.97-1.15],1.000,,Cholesteryl Esters in HDL
M-VLDL-TG%,1.05 [0.97-1.13],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
Total-C,1.03 [0.95-1.12],1.000,,Total-Cholesterol
VLDL-C,1.02 [0.94-1.10],1.000,,VLDL Cholesterol
Remnant-C,1.01 [0.94-1.09],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
Total-BCAA,0.99 [0.92-1.07],1.000,,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Val,0.96 [0.89-1.04],1.000,,Valine
M-LDL-FC%,0.96 [0.88-1.04],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
ApoB/ApoA1,0.96 [0.89-1.03],1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
Omega-6/Omega-3,0.95 [0.88-1.03],1.000,,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
